Price,Living.Area,Bathrooms,Bedrooms,Fireplaces,Lot.Size,Age,Fireplace
186605,2328,2.5,3,1,0.24,1,TRUE
210646,1994,2,3,1,1,49,TRUE
230414,2623,2.5,4,1,0.53,0,TRUE
208253,2602,2.5,4,1,0.37,1,TRUE
104084,1480,1.5,3,0,0.14,19,FALSE
94584,924,1,2,1,0.17,19,TRUE
233155,3236,2.5,4,1,2.5,0,TRUE
227994,1973,2.5,3,1,0.27,3,TRUE
115649,1422,1.5,3,0,0.23,20,FALSE
137044,1352,1.5,2,0,0.18,11,FALSE
261846,2772,2.5,4,1,0.29,0,TRUE
168739,1620,2,3,0,0.3,0,FALSE
236936,2500,2.5,4,1,0.46,11,TRUE
197581,1702,1.5,3,1,0.61,16,TRUE
297174,2748,2.5,4,1,0.92,3,TRUE
155414,2310,2.5,4,1,0.6,38,TRUE
141760,1740,1.5,3,0,0.53,36,FALSE
214367,2500,2.5,4,1,0.19,0,TRUE
146981,1832,1.5,3,1,0.67,30,TRUE
268260,2657,2.5,4,1,0.6,15,TRUE
69876,976,2,2,0,0.34,21,FALSE
143768,1612,1.5,3,1,0.43,37,TRUE
130917,1456,1,3,1,0.49,23,TRUE
187701,1992,2.5,4,1,0.4,30,TRUE
240872,2348,2.5,4,1,0.51,7,TRUE
206415,2676,2.5,4,1,0.89,34,TRUE
191790,2304,2.5,4,1,0.35,0,TRUE
312434,3440,2.5,4,1,0.63,3,TRUE
217226,2593,2.5,4,1,0.28,0,TRUE
176618,2162,2.5,4,1,0.38,19,TRUE
152786,1578,2.5,3,1,0.46,11,TRUE
190983,2088,2.5,4,1,0.49,22,TRUE
99082,924,1,2,1,0.15,20,TRUE
148585,1734,1.5,4,1,0.45,34,TRUE
129868,1792,2.5,2,1,0.08,24,TRUE
304045,2960,2.5,4,1,0.61,8,TRUE
265848,2993,2.5,4,1,1.34,15,TRUE
187087,2027,2.5,3,1,0.46,15,TRUE
220776,2421,2.5,4,2,0.48,13,TRUE
161190,1758,2,4,1,0.27,26,TRUE
184108,2702,1.5,5,1,0.35,31,TRUE
179524,2600,2.5,4,1,0.44,18,TRUE
244382,2572,2.5,4,1,1.03,6,TRUE
213137,2498,2.5,5,1,0.53,36,TRUE
244441,2396,2.5,3,1,2,5,TRUE
263938,2641,2.5,4,1,0.34,3,TRUE
271578,3123,2.5,4,1,0.49,14,TRUE
119937,2028,2,3,1,0.5,27,TRUE
504119,3721,2.5,5,1,1.14,14,TRUE
140945,1873,2.5,4,1,0.29,32,TRUE
236819,2608,2.5,4,1,0.58,4,TRUE
91672,929,1.5,2,0,0.17,21,FALSE
93200,924,1,2,1,0.31,19,TRUE
118409,1227,2,2,1,0.12,19,TRUE
180288,2294,2.5,5,1,0.4,36,TRUE
87852,976,2,2,0,0.31,23,FALSE
237583,2762,2.5,4,1,0.46,17,TRUE
357138,2618,1.5,3,1,1.92,1,TRUE
198622,2024,2,3,2,1.55,25,TRUE
148967,1864,1.5,3,1,4,154,TRUE
133688,1780,2.5,2,0,0.1,25,FALSE
156530,1734,2.5,4,1,0.39,29,TRUE
178760,2014,1.5,3,1,0.31,32,TRUE
103633,1314,1.5,2,0,0.21,21,FALSE
182334,2262,2.5,4,1,0.53,24,TRUE
204661,1927,2,3,1,0.33,3,TRUE
74422,2708,2,4,0,1.2,21,FALSE
161496,1910,2.5,4,0,0.36,20,FALSE
89306,1480,1.5,3,0,0.21,19,FALSE
152491,1875,2.5,4,1,0.71,31,TRUE
160007,1665,2,4,1,0.29,27,TRUE
212103,2170,2.5,3,1,0.25,3,TRUE
171171,1822,1.5,3,0,0.34,12,FALSE
171171,1784,1.5,3,0,0.51,104,FALSE
162612,1348,2,2,1,0.36,11,TRUE
95260,1480,1.5,3,1,0.07,15,TRUE
130239,1052,1.5,2,1,0.23,15,TRUE
125029,1836,2,3,0,0.35,27,FALSE
137681,1728,1.5,4,0,1.84,12,FALSE
175084,2214,2.5,3,1,0.46,22,TRUE
328491,2733,2.5,4,1,0.47,3,TRUE
282655,2931,3.5,4,1,0.46,12,TRUE
292524,2900,2.5,4,1,0.46,1,TRUE
140658,2254,1.5,4,1,0.43,31,TRUE
215824,2056,2.5,4,1,0.61,2,TRUE
165957,1212,1,2,1,2,87,TRUE
177998,2564,2.5,4,1,0.57,34,TRUE
260887,2176,2,3,1,0,36,TRUE
325262,3496,2.5,4,1,1.94,7,TRUE
114827,1332,1,3,1,0.02,45,TRUE
96958,1244,1.5,4,0,0.69,53,FALSE
104339,1290,2,3,0,1.19,16,FALSE
146609,1989,1.5,4,1,0.39,104,TRUE
150798,1212,1.5,3,0,1,6,FALSE
207347,2119,2.5,4,1,0.9,14,TRUE
199900,1808,1.5,2,1,2,6,TRUE
133199,1716,2,4,1,0.69,4,TRUE
167253,1872,2,3,1,1.55,16,TRUE
97682,1548,1.5,3,0,0.31,85,FALSE
79170,1536,2,3,0,0.15,105,FALSE
112877,1380,1,3,0,0.14,3,FALSE
78191,1080,2,3,0,1,15,FALSE
110738,1800,1.5,3,0,0.36,83,FALSE
101227,1754,1,4,0,0.1,110,FALSE
69463,1170,1,2,0,0.09,110,FALSE
167319,2088,2,3,1,0.9,2,TRUE
151950,1890,2,4,1,0.69,30,TRUE
188497,1742,2.5,3,1,0.4,5,TRUE
108002,1544,2,3,0,0.4,72,FALSE
104371,1463,1.5,3,0,0.42,125,FALSE
69814,840,1,1,1,0.18,57,TRUE
116938,988,1,3,0,0.26,10,FALSE
200791,1680,2.5,3,1,0.46,4,TRUE
162631,1804,2.5,3,1,0.37,2,TRUE
166222,1498,1.5,3,0,0.77,10,FALSE
146978,1656,1.5,3,1,0.42,18,TRUE
156820,1720,2,3,1,3.8,27,TRUE
170534,1820,2.5,3,1,2.06,18,TRUE
209371,2076,2.5,3,1,0.62,13,TRUE
153590,1820,1.5,4,1,0.34,45,TRUE
124585,1468,1,4,0,0.34,51,FALSE
122044,1637,1.5,3,0,0.76,54,FALSE
224668,2526,2.5,4,1,5.89,1,TRUE
116589,1322,1,3,0,0.67,63,FALSE
179572,1736,1.5,3,1,0.55,17,TRUE
190444,1836,2,3,1,0.43,0,TRUE
213249,1643,2.5,3,1,0.41,3,TRUE
181399,1842,1.5,3,0,0.53,8,FALSE
193565,2167,2.5,3,1,0.37,8,TRUE
148231,1475,1.5,3,0,0.42,21,FALSE
337918,3026,4,4,1,1.34,1,TRUE
124669,1092,1.5,3,0,0.35,35,FALSE
167975,2311,2.5,4,1,0.3,20,TRUE
90446,1256,1.5,3,0,0.21,19,FALSE
101230,1040,1,3,0,0.47,12,FALSE
91386,1120,1,3,0,0.11,14,FALSE
149078,1664,1.5,3,0,0.46,14,FALSE
121973,2268,1,3,0,3,25,FALSE
123827,1302,2,3,0,0.25,35,FALSE
109259,1239,1,3,1,0.37,33,TRUE
473938,780,1.5,2,0,0.19,55,FALSE
107766,1272,1,3,1,0.38,43,TRUE
578856,2472,2.5,3,1,0,6,TRUE
191746,1666,1,3,0,0.18,140,FALSE
146161,984,1,3,1,0.3,41,TRUE
140238,1322,1,3,0,1,130,FALSE
506149,2586,3,4,1,0.21,3,TRUE
107513,1008,1,3,0,0.22,38,FALSE
157430,1092,1,3,1,0.28,41,TRUE
330219,2576,2.5,3,1,0.55,31,TRUE
432845,3250,2.5,3,2,0.53,23,TRUE
240857,1445,1.5,3,1,0.2,17,TRUE
251259,1932,2,3,1,0.5,0,TRUE
169647,1430,2.5,3,0,0.16,5,FALSE
205950,1474,2,3,1,0.14,29,TRUE
338596,1908,3.5,4,1,0.24,17,TRUE
268783,2329,2,5,0,0.17,72,FALSE
118585,936,1,3,0,0.24,35,FALSE
113740,1920,1,3,1,0.27,34,TRUE
257499,1675,2.5,2,1,0.04,18,TRUE
152466,1600,2,4,0,0.46,35,FALSE
114519,1428,2,3,0,0.16,85,FALSE
247839,1536,1.5,3,1,NA,66,TRUE
181516,1924,2,3,0,1.04,16,FALSE
138914,1576,1.5,3,0,0.19,18,FALSE
108421,1288,1,3,0,0.34,32,FALSE
107411,840,1,2,0,0.21,2,FALSE
166019,1110,1,3,1,0.06,115,TRUE
93174,784,1,1,0,0.16,44,FALSE
599701,5114,4.5,5,2,0.34,131,TRUE
231749,1980,2,3,0,0.22,6,FALSE
137220,1290,1.5,3,1,0.14,16,TRUE
279522,2000,2.5,3,1,0.39,4,TRUE
250723,2490,2.5,4,1,0.3,4,TRUE
452745,1764,2.5,4,1,0.17,85,TRUE
142057,952,1,3,0,0.13,102,FALSE
111546,1560,1,3,0,0.3,31,FALSE
262461,2932,2.5,4,1,0.46,31,TRUE
492114,2563,2,4,0,0.17,55,FALSE
298549,2310,3,2,1,0.25,23,TRUE
156164,1792,2.5,3,0,0.29,6,FALSE
183657,1250,1.5,4,0,0.22,43,FALSE
160692,1500,2,2,1,0.4,18,TRUE
147634,864,1.5,3,0,0.16,39,FALSE
236215,1392,2.5,3,0,0.13,4,FALSE
109249,812,1,2,0,0.1,115,FALSE
139104,1760,3,4,0,0.16,135,FALSE
104328,898,1,2,1,0.61,57,TRUE
104984,1096,1,3,0,0.3,67,FALSE
90446,1200,2,3,0,0.56,10,FALSE
142420,2016,1.5,3,0,0.86,16,FALSE
52360,1310,1.5,4,0,0.24,120,FALSE
113796,960,1,3,0,0.36,40,FALSE
104267,1056,1,3,0,0.44,47,FALSE
129427,1512,2,3,0,0.46,16,FALSE
151950,1890,2.5,3,0,0.46,27,FALSE
172789,1812,2,3,1,1,16,TRUE
135526,1952,2.5,4,1,0.55,31,TRUE
148401,1856,1.5,3,1,0.6,37,TRUE
65615,924,1,3,0,3.17,39,FALSE
283851,2346,2.5,4,0,0.54,1,FALSE
130782,1274,1.5,3,0,0.44,14,FALSE
135526,1420,1.5,3,0,0.35,13,FALSE
184315,2296,2.5,4,0,0.58,19,FALSE
146329,2026,2.5,4,1,1,1,TRUE
55851,990,1.5,2,0,0.08,75,FALSE
111809,1711,1,3,0,0.45,112,FALSE
88092,3944,1,4,2,1.64,185,TRUE
26049,1344,2,3,0,0.92,13,FALSE
111702,878,1,2,0,0.14,28,FALSE
232989,2248,2.5,4,1,0.58,7,TRUE
235620,2107,1,2,1,0.09,1,TRUE
119389,1364,1.5,2,1,0.07,20,TRUE
112153,1270,1.5,3,1,0.09,18,TRUE
202527,2120,2.5,4,1,0.46,9,TRUE
150502,1668,2,3,1,0.26,18,TRUE
188497,2110,2.5,3,1,1,9,TRUE
129155,1242,2,2,1,0.13,3,TRUE
117287,1040,1,3,0,1.08,39,FALSE
209371,2084,2.5,3,2,0.43,5,TRUE
99903,1360,1,2,0,0.44,79,FALSE
205950,2024,2.5,4,1,0.52,10,TRUE
127055,1019,1.5,2,0,0.24,16,FALSE
311709,3028,2.5,5,1,0.66,0,TRUE
142302,1242,2,2,1,0.12,2,TRUE
177539,1528,2.5,3,0,0.46,8,FALSE
277828,2988,2.5,5,1,0.5,9,TRUE
196512,1428,2,3,1,0.39,20,TRUE
104984,1144,1.5,3,1,0.52,44,TRUE
157411,1666,2.5,3,0,0.26,2,FALSE
202751,2202,2.5,4,1,1.01,6,TRUE
104984,1184,2,3,0,0.16,21,FALSE
155929,2601,2.5,4,1,0.34,19,TRUE
226705,2510,2.5,4,1,0.44,1,TRUE
271339,3056,2.5,5,1,0.57,6,TRUE
126082,1592,1.5,3,1,0.16,18,TRUE
113600,1240,2,3,0,0.16,18,FALSE
104556,1673,2,2,0,0.15,18,FALSE
167145,1852,2.5,4,0,0.44,16,FALSE
106365,1184,2,3,1,0.15,20,TRUE
238951,2641,3,4,1,0.39,1,TRUE
116589,1184,2,3,0,0.16,18,FALSE
170345,1952,2,4,1,0.15,33,TRUE
218517,2038,2.5,3,1,0.98,13,TRUE
97739,1276,2,2,1,0.17,26,TRUE
105035,908,1,2,0,0.17,21,FALSE
233876,2434,2.5,4,1,1,20,TRUE
104651,912,1.5,2,1,0.17,19,TRUE
212932,2494,2.5,3,1,0.53,13,TRUE
278906,2960,2.5,4,1,0.37,1,TRUE
160571,1294,1.5,3,1,0.32,17,TRUE
184315,2152,2.5,3,0,0.3,8,FALSE
100967,988,1,2,0,0.15,20,FALSE
220261,2712,2.5,4,0,0.5,1,FALSE
189665,2203,2.5,3,1,0.57,1,TRUE
240590,3001,2.5,4,1,0.31,1,TRUE
169407,2310,2.5,4,1,0.47,33,TRUE
127394,2040,2.5,5,0,0.07,127,FALSE
222576,3144,2.5,4,1,0.49,1,TRUE
200510,1806,2,4,0,0.8,40,FALSE
155787,1540,1.5,3,0,0.43,16,FALSE
186348,2011,2.5,4,1,0.37,14,TRUE
217868,3344,3.5,4,1,0.36,1,TRUE
208635,2714,3,4,0,0.55,1,FALSE
82019,1518,1,3,0,0.04,130,FALSE
183066,1836,2.5,3,0,0.44,9,FALSE
236215,2066,2.5,3,1,0.39,2,TRUE
150849,1423,1.5,3,1,0.34,9,TRUE
178216,1512,2,3,1,0.77,12,TRUE
196846,2144,2.5,3,1,0.92,19,TRUE
135167,1610,2,3,0,0.1,17,FALSE
65550,1196,1.5,4,0,0.15,56,FALSE
143697,1376,1.5,3,1,0.53,14,TRUE
112153,1834,2,4,0,0.43,65,FALSE
163310,1720,1.5,3,0,0.36,19,FALSE
117907,1295,1.5,3,0,0.13,125,FALSE
49211,800,1,2,0,0.46,55,FALSE
187003,1868,2.5,3,1,0.36,13,TRUE
135823,1946,1.5,4,0,0.38,18,FALSE
113514,1142,2,2,1,0.76,40,TRUE
102530,1202,1.5,2,0,0.15,18,FALSE
75975,1300,2,3,1,0.49,227,TRUE
128434,1508,1.5,3,1,0.31,19,TRUE
185487,2271,2.5,3,1,0.35,1,TRUE
126082,1592,1.5,3,1,0.16,18,TRUE
98333,912,1.5,2,0,0.16,18,FALSE
104556,1673,2,2,0,0.15,18,FALSE
157081,2310,2.5,4,1,0.55,33,TRUE
92852,912,1.5,2,0,0.15,20,FALSE
238951,2641,3,4,1,0.39,1,TRUE
242952,1708,2,2,1,0.17,14,TRUE
75399,988,1,2,0,0.15,20,FALSE
220765,2058,2.5,3,1,0.31,1,TRUE
163992,2310,2.5,4,1,0.45,33,TRUE
233876,2434,2.5,4,1,1,20,TRUE
160571,1612,2,3,1,0.95,15,TRUE
251699,3081,2.5,4,1,0.3,1,TRUE
102626,1227,1,3,1,0.24,115,TRUE
203478,2762,3,4,1,0.54,1,TRUE
354739,3982,4.5,4,1,5.61,6,TRUE
184654,2212,2.5,4,1,0.32,18,TRUE
125361,1173,1,3,1,0.45,16,TRUE
237062,2604,2.5,4,1,0.33,0,TRUE
155787,1540,1.5,3,0,0.43,16,FALSE
236829,2472,3.5,4,1,0.31,0,TRUE
107743,1184,1.5,2,0,0.16,18,FALSE
210743,2120,2.5,3,0,0.54,10,FALSE
216841,2472,2.5,3,1,0.33,0,TRUE
118517,1592,1.5,3,0,0.17,18,FALSE
116795,1404,1.5,3,1,0.48,28,TRUE
158789,3344,2.5,4,1,0.37,0,TRUE
200126,1690,2.5,3,1,0.46,5,TRUE
178216,1512,2,3,1,0.77,12,TRUE
101375,1820,1.5,4,0,0.54,35,FALSE
103672,1476,2,3,0,0.66,6,FALSE
110234,1652,1.5,3,1,0.38,105,TRUE
206931,2331,2.5,4,1,1,1,TRUE
89893,960,1,2,0,0.36,48,FALSE
31113,1540,1,2,0,0.04,115,FALSE
59043,1668,1.5,4,0,0.06,115,FALSE
94064,912,1,3,0,0.35,37,FALSE
50483,743,1,3,0,0.05,105,FALSE
253433,3021,2.5,4,1,0.72,21,TRUE
144335,1274,2,3,1,0.48,20,TRUE
54210,792,1,2,0,0.4,55,FALSE
93895,960,1,3,0,0.26,48,FALSE
130574,1600,1,3,0,0.27,57,FALSE
94486,1150,1,3,0,0.34,45,FALSE
109577,1456,1.5,3,0,0.15,155,FALSE
253973,2464,2.5,4,2,1,2,TRUE
326330,1326,1,3,0,2,52,FALSE
284154,2808,2.5,4,1,0.6,1,TRUE
115771,1479,1.5,3,0,0.06,17,FALSE
201876,2498,2.5,4,1,0.43,38,TRUE
99491,1064,1,3,0,0.31,45,FALSE
151950,1792,2,3,1,0.64,17,TRUE
278936,3121,3,4,1,0.62,0,TRUE
101230,1032,1,2,1,0.12,23,TRUE
223055,2668,2.5,4,1,0.3,0,TRUE
237716,2996,2.5,4,1,0.35,1,TRUE
180817,1815,2.5,3,1,0.46,11,TRUE
101230,1281,1,2,0,0.19,8,FALSE
181516,2204,1.5,4,1,0.48,31,TRUE
191988,2096,3,3,1,0.28,18,TRUE
183610,2570,2.5,5,1,0.6,28,TRUE
237367,2936,2.5,4,1,0.33,6,TRUE
296708,3210,2.5,3,1,1,15,TRUE
272902,3020,2.5,4,1,0.41,1,TRUE
196875,2086,2.5,4,1,0.47,17,TRUE
139627,1980,1,4,0,7.16,205,FALSE
129155,1260,1.5,2,1,0.06,27,TRUE
198969,1938,2.5,3,1,0.63,26,TRUE
205950,2284,2.5,4,1,0.56,18,TRUE
208743,1804,2.5,3,1,0.23,4,TRUE
112400,1375,1.5,2,1,0.06,20,TRUE
174534,2226,2.5,4,1,0.43,31,TRUE
106117,1480,1.5,3,0,0.08,21,FALSE
107743,1228,1.5,3,0,0.21,21,FALSE
154499,1886,1.5,3,1,0.28,31,TRUE
136203,1479,1.5,2,1,0.06,20,TRUE
379472,3440,4,5,1,0.77,1,TRUE
189736,2588,2.5,4,1,0.35,31,TRUE
308253,2880,2.5,4,1,0.66,9,TRUE
134171,2133,1.5,4,1,0.28,34,TRUE
120279,1056,1,2,0,0.34,5,FALSE
112825,1314,1.5,2,1,0.06,20,TRUE
251400,2741,2.5,4,1,0.26,2,TRUE
125361,1326,1.5,2,1,0.06,19,TRUE
94868,1380,1,4,0,0.89,105,FALSE
110182,1480,1.5,3,1,0.29,20,TRUE
180927,2050,1.5,4,0,0.31,33,FALSE
233714,2338,2.5,4,1,0.47,16,TRUE
172795,1910,2.5,4,0,0.41,21,FALSE
150772,1652,2,3,1,0.48,20,TRUE
329328,3542,3.5,4,1,0.56,1,TRUE
88092,929,1.5,2,0,0.18,22,FALSE
187026,1831,2,3,1,0.47,19,TRUE
132138,1468,1.5,2,1,1.11,161,TRUE
163986,2039,2.5,4,1,0.52,18,TRUE
159920,1794,2,3,0,0.15,37,FALSE
150434,1666,1.5,4,0,0.56,38,FALSE
216530,2388,2.5,4,1,0.83,20,TRUE
262461,2505,2.5,4,1,0.03,1,TRUE
206688,2284,2.5,4,1,0.46,17,TRUE
190284,1879,2.5,3,1,0.27,5,TRUE
157476,1664,2,3,1,0.49,34,TRUE
347761,3820,4.5,4,1,1.4,18,TRUE
262461,2809,2.5,4,0,0.25,2,FALSE
194877,2066,2.5,4,1,0.65,35,TRUE
166335,1664,2,3,1,0.51,37,TRUE
193565,2350,2.5,3,1,0.3,15,TRUE
232934,2116,2.5,3,1,0.55,20,TRUE
108593,1480,1.5,3,0,0.08,19,FALSE
124013,1524,1.5,3,0,0.71,180,FALSE
100938,1034,1.5,3,0,0.16,15,FALSE
94064,1480,2.5,2,1,0.18,16,TRUE
109042,880,1,3,0,0.34,56,FALSE
159175,1512,2,3,0,0.25,12,FALSE
94667,912,1,3,0,0.51,34,FALSE
150434,1611,2,4,1,0.17,83,TRUE
149756,1470,2.5,3,1,0.23,11,TRUE
218475,2748,2.5,4,1,0.17,0,TRUE
172795,1512,1.5,3,1,0.18,15,TRUE
158565,1512,1.5,3,0,0.3,14,FALSE
60309,2039,1,3,0,0.24,55,FALSE
98256,1480,2.5,2,1,0.07,16,TRUE
238832,2872,3,5,1,0.21,0,TRUE
140269,1244,1.5,2,1,0.28,13,TRUE
98423,1355,1,3,0,0.47,60,FALSE
131165,1564,2,3,0,0.24,13,FALSE
93174,1022,1,3,0,0.44,55,FALSE
93895,1480,1.5,3,1,0.22,17,TRUE
213249,1904,2,2,2,2,2,TRUE
149078,1592,1.5,3,1,0.64,9,TRUE
155855,1332,1.5,3,1,0.86,9,TRUE
101375,960,1,3,0,0.46,19,FALSE
260485,2143,2.5,3,0,0.1,6,FALSE
108958,1514,1.5,3,0,0.17,19,FALSE
228291,1986,2.5,3,1,0.36,1,TRUE
214749,2286,2.5,4,1,0.49,11,TRUE
256417,2752,3,5,1,0.94,9,TRUE
173082,1656,2.5,3,1,0.35,18,TRUE
295426,3370,3,4,1,0.11,11,TRUE
193774,1932,2.5,4,1,0.41,4,TRUE
100003,1184,2,3,0,0.16,19,FALSE
222330,2712,3,5,1,0.43,1,TRUE
197350,2500,3.5,4,1,0.21,1,TRUE
95708,912,1.5,2,0,0.16,20,FALSE
249250,2604,2.5,4,1,0.27,1,TRUE
157055,1836,1.5,4,1,0.36,106,TRUE
102287,882,1.5,3,0,0.18,71,FALSE
178851,2002,2.5,4,1,1.03,14,TRUE
95708,912,1.5,2,0,0.16,20,FALSE
135901,1508,1.5,3,0,0.34,21,FALSE
44873,882,1.5,3,0,0.18,71,FALSE
182056,2396,2.5,4,1,0.27,28,TRUE
205070,2460,2.5,4,1,0.5,1,TRUE
201928,2322,2.5,4,1,0.42,22,TRUE
108785,1480,1.5,3,0,0.07,22,FALSE
270841,2306,2.5,3,1,0.79,1,TRUE
185902,2756,2.5,4,1,0.39,33,TRUE
150581,1664,2,3,1,0.49,33,TRUE
479670,3956,2.5,4,2,1,15,TRUE
285769,3125,2.5,4,1,0.53,3,TRUE
247125,2835,3,4,1,0.52,1,TRUE
203240,2464,2.5,4,1,0.58,42,TRUE
207751,2628,2.5,3,2,1,20,TRUE
124939,1099,1,2,0,0.39,9,FALSE
80130,1225,1,3,1,0.24,48,TRUE
227314,2764,2.5,4,1,0.07,1,TRUE
199733,840,1,2,0,0.35,50,FALSE
49564,1363,2,3,0,2.4,39,FALSE
106950,1472,1,3,1,0.93,28,TRUE
158338,1836,2.5,3,1,1,15,TRUE
169876,1774,2.5,3,1,0.36,1,TRUE
147440,1590,2.5,3,0,0.42,3,FALSE
208339,2109,2.5,2,0,0.26,1,FALSE
148496,1470,1.5,3,0,0.35,12,FALSE
197956,2314,2.5,4,1,NA,1,TRUE
67951,1040,1,2,0,0.17,19,FALSE
121798,1308,1,3,0,0.46,29,FALSE
242955,1954,1.5,2,1,0.22,66,TRUE
455140,1764,2.5,4,1,0.17,86,TRUE
217314,2498,2.5,4,1,0.3,14,TRUE
141029,1874,2.5,3,1,0.54,31,TRUE
318121,2892,3.5,4,1,7.76,1,TRUE
153850,2400,2,3,0,2.26,26,FALSE
88092,1572,1.5,4,1,0.06,50,TRUE
124939,1678,2.5,3,1,0.27,1,TRUE
107973,1388,1,3,0,0.23,60,FALSE
119875,1512,1.5,4,1,1,61,TRUE
66027,1653,2,3,0,0.48,79,FALSE
182649,1758,2.5,3,1,0.27,1,TRUE
206480,2310,2.5,3,0,1,18,FALSE
107695,1802,2,4,1,0.97,56,TRUE
236737,3239,3.5,4,2,2.5,1,TRUE
154829,1440,2,2,1,0.61,66,TRUE
179492,2030,2.5,3,1,1,3,TRUE
189108,2097,2.5,3,1,1.93,10,TRUE
