Site_ID,County,Community,Rural_Urban,Dir,Functional_Class,Avg_Speed,Total_Volume,Crashes,Nonfatal_Injuries,Fatal_Injuries
4123,middlesex,north reading,U,2-WAY,Arterial,33.57516274,19970,4,0,0
4125,middlesex,wakefield,U,2-WAY,Arterial,35.48231877,23754,NA,NA,NA
4134,middlesex,watertown,U,2-WAY,Collector,26.05432734,13796,NA,NA,NA
4135,middlesex,chelmsford,U,2-WAY,Arterial,28.21916718,11313,NA,NA,NA
4147,middlesex,wakefield,U,2-WAY,Interstate,59.84977609,38247085,NA,NA,NA
4153,middlesex,bedford,U,2-WAY,Collector,39.04255094,9471,NA,NA,NA
4156,middlesex,framingham,U,2-WAY,Collector,28.53270715,2981,NA,NA,NA
4157,middlesex,framingham,U,2-WAY,Collector,22.98678508,14075,NA,NA,NA
4159,middlesex,woburn,U,2-WAY,Interstate,60.64889164,43960371,NA,NA,NA
4167,middlesex,acton,U,2-WAY,Collector,38.78809241,5887,NA,NA,NA
4169,middlesex,stoneham,U,2-WAY,Interstate,69.54387539,44412984,NA,NA,NA
4172,middlesex,acton,U,2-WAY,Freeway & Expressway,73.27743506,9885277,1,0,0
4285,middlesex,chelmsford,U,2-WAY,Interstate,61.8113345,31096626,NA,NA,NA
4391,middlesex,wilmington,U,2-WAY,Interstate,68.98441682,44521821,NA,NA,NA
4798,middlesex,lexington,U,2-WAY,Freeway & Expressway,68.32569818,9851800,2,0,0
4803,middlesex,reading,U,2-WAY,Interstate,66.04580747,46741019,NA,NA,NA
4815,middlesex,holliston,U,2-WAY,Arterial,41.68599941,34070,2,0,0
4921,middlesex,holliston,U,2-WAY,Arterial,33.49061128,24604,2,0,0
5000,essex,haverhill,U,2-WAY,Arterial,41.58705081,34813,NA,NA,NA
5004,essex,haverhill,U,2-WAY,Interstate,68.16184757,27740707,NA,NA,NA
5007,essex,salisbury,U,2-WAY,Interstate,69.33735847,15158627,NA,NA,NA
5010,essex,newbury,U,2-WAY,Interstate,73.23976339,18245113,NA,NA,NA
5016,essex,andover,U,2-WAY,Interstate,64.43855688,25623692,NA,NA,NA
502,essex,north andover,U,2-WAY,Arterial,37.70290079,67878,NA,NA,NA
5025,essex,haverhill,U,2-WAY,Arterial,39.76759115,26249,NA,NA,NA
5075,essex,andover,U,2-WAY,Interstate,68.5768766,24674623,NA,NA,NA
5076,essex,beverly,U,2-WAY,Arterial,32.99034205,7455,1,0,0
5082,essex,wenham,U,2-WAY,Arterial,32.366207,13633,NA,NA,NA
5087,essex,newburyport,U,2-WAY,Interstate,73.05971736,5035105,NA,NA,NA
5110,essex,methuen,U,2-WAY,Interstate,63.85689539,27837778,NA,NA,NA
5124,essex,andover,U,2-WAY,Interstate,60.24007211,38030926,NA,NA,NA
5127,essex,andover,U,2-WAY,Arterial,54.56336697,3123417,NA,NA,NA
5241,essex,amesbury,U,2-WAY,Interstate,67.81758619,14788338,NA,NA,NA
5258,essex,newbury,U,2-WAY,Interstate,73.0825174,19218994,NA,NA,NA
5603,essex,andover,U,2-WAY,Arterial,32.69029917,28111,NA,NA,NA
5609,essex,andover,U,2-WAY,Arterial,35.96882758,21349,19,0,0
5615,essex,haverhill,U,2-WAY,Arterial,35.24925967,32418,1,0,0
595,essex,lynnfield,U,2-WAY,Interstate,64.16271348,39151292,NA,NA,NA
6001,bristol,norton,U,2-WAY,Collector,40.78908469,34514,NA,NA,NA
6002,bristol,norton,U,2-WAY,Arterial,38.37456008,11934,NA,NA,NA
6005,bristol,mansfield,U,2-WAY,Collector,27.80574641,1601,NA,NA,NA
6013,bristol,norton,U,2-WAY,Collector,36.07009843,7518,NA,NA,NA
6016,bristol,attleboro,U,2-WAY,Collector,31.20678564,9639,NA,NA,NA
6018,bristol,attleboro,U,2-WAY,Arterial,37.64089568,13219,NA,NA,NA
6020,bristol,attleboro,U,2-WAY,Arterial,35.01528679,41441,17,0,0
6022,bristol,attleboro,U,2-WAY,Arterial,30.51123875,26115,NA,NA,NA
6027,bristol,north attleborough,U,2-WAY,Arterial,37.1813429,31082,NA,NA,NA
6038,bristol,rehoboth,U,2-WAY,Arterial,44.12801932,9533,2,0,0
6040,bristol,rehoboth,U,2-WAY,Collector,30.487729,2893,NA,NA,NA
6043,bristol,rehoboth,U,2-WAY,Arterial,42.11616714,36576,NA,NA,NA
6047,bristol,rehoboth,U,2-WAY,Arterial,38.4460594,11078,NA,NA,NA
6049,bristol,seekonk,U,2-WAY,Arterial,33.86055737,29998,NA,NA,NA
6050,bristol,seekonk,U,2-WAY,Arterial,38.83619453,24407,34,1,0
6051,bristol,seekonk,U,2-WAY,Collector,43.60670124,12541,NA,NA,NA
6053,bristol,seekonk,U,2-WAY,Arterial,36.34239416,22864,NA,NA,NA
6055,bristol,taunton,U,2-WAY,Collector,27.71830089,5497,2,0,0
6057,bristol,taunton,U,2-WAY,Collector,40.09549251,45868,NA,NA,NA
6069,bristol,taunton,U,2-WAY,Collector,29.73231228,14758,NA,NA,NA
6073,bristol,taunton,U,2-WAY,Arterial,32.02817892,76805,NA,NA,NA
6077,bristol,dighton,U,2-WAY,Arterial,45.06197703,12190,NA,NA,NA
6078,bristol,dighton,U,2-WAY,Arterial,37.82111201,24826,NA,NA,NA
6093,norfolk,foxborough,U,2-WAY,Interstate,70.14398535,30791148,2,0,0
6106,bristol,somerset,U,2-WAY,Interstate,68.24958244,22401685,4,0,0
6113,bristol,swansea,U,2-WAY,Collector,26.60955654,16439,NA,NA,NA
6119,bristol,somerset,U,2-WAY,Arterial,32.25133912,21660,NA,NA,NA
6120,bristol,somerset,U,2-WAY,Arterial,29.83161068,2322,NA,NA,NA
6122,bristol,somerset,U,2-WAY,Collector,28.08031272,4221,2,0,0
6123,bristol,somerset,U,2-WAY,Arterial,49.48140991,12937,NA,NA,NA
6130,bristol,fall river,U,2-WAY,Collector,34.07198361,11714,4,0,0
6131,bristol,fall river,U,2-WAY,Collector,34.60824138,10244,NA,NA,NA
6135,bristol,fall river,U,2-WAY,Arterial,26.03346824,6424,2,0,0
6136,bristol,fall river,U,2-WAY,Arterial,23.03671117,52745,11,0,0
6138,bristol,fall river,U,2-WAY,Arterial,19.98439458,26343,11,0,0
614,norfolk,randolph,U,2-WAY,Freeway & Expressway,62.0032564,41631506,3,0,0
6140,bristol,fall river,U,2-WAY,Arterial,18.44731345,23938,12,0,0
6150,bristol,fall river,U,2-WAY,Collector,23.8443843,11085,2,0,0
6158,bristol,fall river,U,2-WAY,Arterial,59.0791597,17351,NA,NA,NA
6160,bristol,freetown,U,2-WAY,Collector,35.37934544,12772,NA,NA,NA
6163,bristol,freetown,U,2-WAY,Arterial,41.80473905,6668,NA,NA,NA
6167,bristol,westport,U,2-WAY,Arterial,37.25528494,18969,NA,NA,NA
6174,bristol,dartmouth,U,2-WAY,Collector,38.58386412,23550,5,0,0
6175,bristol,dartmouth,U,2-WAY,Arterial,24.83197942,36930,1,0,0
6180,bristol,dartmouth,U,2-WAY,Local Road,33.52623705,13702,NA,NA,NA
6181,bristol,dartmouth,U,2-WAY,Arterial,36.08567226,16319,NA,NA,NA
6182,bristol,dartmouth,U,2-WAY,Collector,28.20238856,12518,8,0,0
6192,bristol,new bedford,U,2-WAY,Arterial,21.28415078,26959,27,0,0
6193,bristol,new bedford,U,2-WAY,Collector,34.83132141,18558,NA,NA,NA
6198,bristol,acushnet,U,2-WAY,Collector,36.43889167,13967,4,0,0
6199,bristol,fairhaven,U,2-WAY,Collector,34.21280242,4960,NA,NA,NA
6200,bristol,acushnet,U,2-WAY,Arterial,35.80754955,14281,6,0,0
6204,norfolk,needham,U,2-WAY,Collector,24.87438862,4498,NA,NA,NA
6206,norfolk,needham,U,2-WAY,Collector,32.37063042,3347,NA,NA,NA
6214,norfolk,medway,U,2-WAY,Arterial,41.29423308,15797,7,0,0
6220,norfolk,millis,U,2-WAY,Arterial,28.27645924,34213,4,0,0
6221,norfolk,norfolk,U,2-WAY,Arterial,40.09520516,17352,NA,NA,NA
6238,norfolk,avon,U,2-WAY,Freeway & Expressway,69.136408,38569715,NA,NA,NA
6239,norfolk,avon,U,2-WAY,Arterial,31.54795503,4182,NA,NA,NA
6242,norfolk,sharon,U,2-WAY,Interstate,70.97301299,20015949,NA,NA,NA
6245,bristol,easton,U,2-WAY,Collector,35.58446392,8330,1,0,0
6246,bristol,easton,U,2-WAY,Collector,38.27441666,14316,NA,NA,NA
6248,norfolk,foxborough,U,2-WAY,Interstate,69.98152278,32072555,NA,NA,NA
6252,bristol,easton,U,2-WAY,Collector,32.32525201,27184,2,0,0
6260,bristol,easton,U,2-WAY,Collector,34.09890442,13235,NA,NA,NA
6264,norfolk,franklin,U,2-WAY,Arterial,32.48242083,20621,NA,NA,NA
6269,norfolk,braintree,U,2-WAY,Arterial,39.72804033,31444,NA,NA,NA
6274,bristol,fall river,U,2-WAY,Arterial,22.65972222,5473,6,0,0
6275,bristol,fall river,U,2-WAY,Arterial,23.47990016,22838,5,0,0
6276,bristol,fall river,U,2-WAY,Collector,28.36951411,5104,3,0,0
6277,bristol,fall river,U,2-WAY,Collector,20.82621951,6232,7,0,0
6286,bristol,fall river,U,2-WAY,Collector,26.73575169,13177,NA,NA,NA
6293,bristol,new bedford,U,2-WAY,Arterial,27.19070952,20819,2,0,0
6295,bristol,new bedford,U,2-WAY,Arterial,20.50054855,18231,7,0,0
6297,bristol,new bedford,U,2-WAY,Arterial,27.56083181,25102,3,0,0
6298,bristol,new bedford,U,2-WAY,Arterial,16.00542774,16213,41,0,0
6299,bristol,new bedford,U,2-WAY,Arterial,26.6478393,37842,9,0,0
6300,bristol,new bedford,U,2-WAY,Collector,18.97920052,3077,8,0,0
6301,bristol,new bedford,U,2-WAY,Arterial,17.75294708,15950,2,0,0
6302,bristol,new bedford,U,2-WAY,Arterial,20.94047529,13172,15,0,0
6312,bristol,mansfield,U,2-WAY,Interstate,71.54284798,19885212,NA,NA,NA
6321,bristol,norton,U,2-WAY,Interstate,72.32461346,25694930,1,0,0
6328,bristol,north attleborough,U,2-WAY,Interstate,68.58977474,28170514,NA,NA,NA
6329,bristol,new bedford,U,2-WAY,Arterial,38.03993657,96512,2,0,0
6330,bristol,raynham,U,2-WAY,Interstate,70.94578862,16464404,7,0,0
6331,bristol,new bedford,U,2-WAY,Collector,21.32488005,7296,NA,NA,NA
6355,bristol,taunton,U,2-WAY,Arterial,39.68753415,10982,NA,NA,NA
6356,bristol,rehoboth,U,2-WAY,Arterial,34.974064,120231,NA,NA,NA
6364,bristol,attleboro,U,2-WAY,Arterial,24.31726187,32317,NA,NA,NA
6367,bristol,westport,U,2-WAY,Collector,35.07616611,10163,NA,NA,NA
6368,bristol,taunton,U,2-WAY,Arterial,34.42964054,67546,2,0,0
6369,bristol,mansfield,U,2-WAY,Arterial,25.59088961,28001,3,0,0
6370,bristol,norton,U,2-WAY,Collector,37.75456986,27191,NA,NA,NA
6371,bristol,mansfield,U,2-WAY,Arterial,33.58593256,18980,NA,NA,NA
6389,bristol,norton,U,2-WAY,Collector,36.20689475,28732,NA,NA,NA
6390,norfolk,randolph,U,2-WAY,Arterial,33.08944563,9380,2,2,0
6391,norfolk,canton,U,2-WAY,Arterial,45.88676866,23792,NA,NA,NA
650,bristol,attleboro,U,2-WAY,Interstate,69.0808476,34187763,NA,NA,NA
6644,bristol,north attleborough,U,2-WAY,Collector,23.72076497,9569,4,0,0
6647,norfolk,plainville,U,2-WAY,Arterial,50.14042056,5377795,NA,NA,NA
6685,norfolk,canton,U,2-WAY,Arterial,38.62195239,52131,2,0,0
6692,norfolk,dedham,U,2-WAY,Arterial,30.07384212,26665,NA,NA,NA
6693,norfolk,dedham,U,2-WAY,Arterial,20.14659998,25191,2,0,0
6703,norfolk,stoughton,U,2-WAY,Arterial,25.5450621,28261,5,4,0
6732,norfolk,needham,U,2-WAY,Arterial,28.6207739,22716,2,0,0
6733,norfolk,foxborough,U,2-WAY,Arterial,41.01912675,56204,NA,NA,NA
6734,norfolk,dedham,U,2-WAY,Arterial,37.94671357,23308,NA,NA,NA
6735,norfolk,canton,U,2-WAY,Arterial,30.50997139,34950,NA,NA,NA
6736,norfolk,canton,U,2-WAY,Arterial,42.40461828,26525,NA,NA,NA
6745,norfolk,weymouth,U,2-WAY,Arterial,33.69725144,33181,3,0,0
6746,plymouth,brockton,U,2-WAY,Arterial,38.07325866,15534,NA,NA,NA
7,plymouth,mattapoisett,U,2-WAY,Interstate,70.27027009,11148078,NA,NA,NA
7005,plymouth,hingham,U,2-WAY,Arterial,31.92807099,4282,NA,NA,NA
7012,plymouth,scituate,U,2-WAY,Arterial,25.96332078,6107,NA,NA,NA
7016,plymouth,brockton,U,2-WAY,Arterial,34.89765331,38565,2,0,0
7017,plymouth,brockton,U,2-WAY,Arterial,28.11923143,29149,35,0,0
7021,plymouth,brockton,U,2-WAY,Freeway & Expressway,71.10799453,31968614,NA,NA,NA
7022,plymouth,brockton,U,2-WAY,Freeway & Expressway,69.53697812,34217331,NA,NA,NA
7027,plymouth,brockton,U,2-WAY,Arterial,20.97633237,29197,NA,NA,NA
7028,plymouth,brockton,U,2-WAY,Collector,38.31491655,19124,NA,NA,NA
7029,plymouth,brockton,U,2-WAY,Arterial,34.35553905,12114,NA,NA,NA
703,plymouth,brockton,U,2-WAY,Arterial,41.14069033,2059091,2,0,0
7032,plymouth,brockton,U,2-WAY,Arterial,31.8268193,62644,2,0,0
7033,plymouth,brockton,U,2-WAY,Arterial,20.93021188,13498,18,8,0
7038,plymouth,brockton,U,1-WAY,Arterial,16.46771037,2555,NA,NA,NA
7043,plymouth,brockton,U,2-WAY,Collector,31.81201605,10719,3,0,0
7044,plymouth,west bridgewater,U,2-WAY,Freeway & Expressway,70.45663992,31248839,NA,NA,NA
7051,plymouth,kingston,U,2-WAY,Arterial,38.36312849,12172,NA,NA,NA
7053,plymouth,hanover,U,2-WAY,Arterial,35.60975436,21006,NA,NA,NA
7054,plymouth,hanson,U,2-WAY,Arterial,33.97884979,22222,1,0,0
7056,plymouth,rockland,U,2-WAY,Arterial,37.65802843,20471,NA,NA,NA
7059,plymouth,rockland,U,2-WAY,Arterial,39.67534683,8794,1,0,0
7060,plymouth,abington,U,2-WAY,Arterial,35.65136073,55344,NA,NA,NA
7062,plymouth,abington,U,2-WAY,Arterial,34.63971362,34227,NA,NA,NA
7063,plymouth,whitman,U,2-WAY,Arterial,39.15504869,53105,1,0,0
7064,plymouth,whitman,U,2-WAY,Arterial,32.5928114,38260,39,0,0
7066,plymouth,whitman,U,2-WAY,Arterial,24.15385131,29826,13,0,0
707,barnstable,bourne,U,2-WAY,Freeway & Expressway,57.00143207,11856615,NA,NA,NA
7074,plymouth,marshfield,U,2-WAY,Arterial,36.55458221,10388,4,0,0
7075,plymouth,duxbury,U,2-WAY,Arterial,37.51395786,7451,NA,NA,NA
7076,plymouth,duxbury,U,2-WAY,Arterial,41.39215282,12119,2,0,0
708,barnstable,bourne,U,2-WAY,Freeway & Expressway,48.54298984,19143220,NA,NA,NA
7082,plymouth,bridgewater,U,2-WAY,Arterial,40.46231518,36059,NA,NA,NA
7085,plymouth,east bridgewater,U,2-WAY,Arterial,42.42661816,17054,NA,NA,NA
7086,plymouth,east bridgewater,U,2-WAY,Arterial,36.32434051,31733,NA,NA,NA
7088,plymouth,east bridgewater,U,2-WAY,Arterial,42.61957384,30270,8,0,0
7089,plymouth,east bridgewater,U,2-WAY,Arterial,34.29116657,23162,8,0,0
709,barnstable,yarmouth,U,2-WAY,Arterial,23.78927492,68848,7,0,0
7099,plymouth,lakeville,U,2-WAY,Arterial,34.29106066,5638,NA,NA,NA
7100,plymouth,middleborough,U,2-WAY,Interstate,71.14662169,12578033,NA,NA,NA
7102,plymouth,middleborough,U,2-WAY,Collector,41.04533745,7768,NA,NA,NA
7116,plymouth,wareham,U,2-WAY,Interstate,71.04593692,14889236,NA,NA,NA
7117,barnstable,sandwich,U,2-WAY,Arterial,34.12004731,1681,NA,NA,NA
712,barnstable,barnstable,U,2-WAY,Arterial,27.46010685,79174,4,0,0
7124,barnstable,falmouth,U,2-WAY,Arterial,41.19983981,17479,NA,NA,NA
7125,barnstable,falmouth,U,2-WAY,Arterial,35.52554441,18839,NA,NA,NA
7127,barnstable,falmouth,U,2-WAY,Arterial,34.63334035,4740,2,0,0
7129,barnstable,falmouth,U,2-WAY,Collector,26.11456628,9050,10,0,0
7132,barnstable,barnstable,U,2-WAY,Arterial,30.49040107,13439,NA,NA,NA
7137,barnstable,barnstable,U,2-WAY,Local Road,33.84531765,11097,NA,NA,NA
7138,barnstable,barnstable,U,2-WAY,Arterial,21.17041545,3744,NA,NA,NA
7142,barnstable,brewster,U,2-WAY,Arterial,43.01570402,7514,NA,NA,NA
7143,barnstable,brewster,U,2-WAY,Arterial,21.82797183,7243,NA,NA,NA
7144,barnstable,brewster,U,2-WAY,Arterial,27.64457831,8250,NA,NA,NA
7146,barnstable,dennis,U,2-WAY,Arterial,32.82375344,14042,NA,NA,NA
7149,barnstable,provincetown,R,2-WAY,Collector,36.63672496,2509,NA,NA,NA
7162,plymouth,kingston,U,2-WAY,Collector,35.4776069,26661,NA,NA,NA
7163,plymouth,middleborough,U,2-WAY,Arterial,30.28399312,2324,2,0,0
7195,barnstable,barnstable,U,2-WAY,Collector,22.05354201,1212,NA,NA,NA
7199,barnstable,barnstable,U,2-WAY,Collector,29.19008264,3137,NA,NA,NA
7203,barnstable,barnstable,U,2-WAY,Collector,23.70938851,3224,NA,NA,NA
7207,barnstable,dennis,U,2-WAY,Arterial,33.27446193,11058,NA,NA,NA
7214,barnstable,falmouth,U,2-WAY,Collector,21.31759379,1535,NA,NA,NA
7221,barnstable,mashpee,U,2-WAY,Collector,36.16827627,3409,NA,NA,NA
7224,barnstable,sandwich,U,2-WAY,Collector,29.84894724,8347,NA,NA,NA
7226,barnstable,yarmouth,U,2-WAY,Collector,25.09285389,4354,NA,NA,NA
7230,barnstable,yarmouth,U,2-WAY,Collector,24.91517857,1113,NA,NA,NA
7233,barnstable,provincetown,U,2-WAY,Arterial,14.86840664,10958,NA,NA,NA
7246,barnstable,yarmouth,U,2-WAY,Arterial,37.19129598,39499,NA,NA,NA
725,bristol,raynham,U,2-WAY,Interstate,67.85573932,17667535,NA,NA,NA
7322,barnstable,bourne,U,2-WAY,Freeway & Expressway,65.44564657,5628590,NA,NA,NA
8,middlesex,marlborough,U,2-WAY,Interstate,58.06687876,19140875,NA,NA,NA
80,suffolk,revere,U,2-WAY,Freeway & Expressway,65.06201302,22363255,1,0,0
8087,suffolk,revere,U,2-WAY,Arterial,32.27799679,13965044,NA,NA,NA
8104,suffolk,boston,U,2-WAY,Arterial,32.16509112,20522,NA,NA,NA
8932,suffolk,boston,U,2-WAY,Interstate,58.49462074,32520492,NA,NA,NA
9007,hampden,ludlow,U,2-WAY,Interstate,68.20788169,13398195,NA,NA,NA
AET01,berkshire,lee,U,2-WAY,Interstate,63.1545983,6557125,NA,NA,NA
AET02,hampden,blandford,R,2-WAY,Interstate,62.17621271,7810592,2,0,0
AET03,hampden,westfield,U,2-WAY,Interstate,60.61194511,13214085,9,0,0
AET04,hampden,ludlow,U,2-WAY,Interstate,63.44639662,15224715,NA,NA,NA
AET05,worcester,warren,R,2-WAY,Interstate,61.54531567,12795702,2,0,0
AET06,worcester,charlton,U,2-WAY,Interstate,62.69440067,28484602,NA,NA,NA
AET07,middlesex,hopkinton,U,2-WAY,Interstate,61.26796551,25865107,NA,NA,NA
AET08,worcester,southborough,U,2-WAY,Interstate,62.52941208,25616048,NA,NA,NA
AET09,middlesex,framingham,U,2-WAY,Interstate,60.87445378,28734034,NA,NA,NA
AET10,middlesex,weston,U,2-WAY,Interstate,60.9300112,34062747,4,0,0
AET11,middlesex,newton,U,2-WAY,Interstate,59.06234361,31273468,4,0,0
AET12,suffolk,boston,U,2-WAY,Interstate,60.16123128,31606995,NA,NA,NA
AET13,suffolk,boston,U,2-WAY,Interstate,54.93045598,34202469,2,0,0
AET14,suffolk,boston,U,2-WAY,Interstate,47.68638595,20077767,NA,NA,NA
AET15,suffolk,boston,U,2-WAY,Interstate,45.81849106,21920563,NA,NA,NA
AET16,suffolk,boston,U,2-WAY,Freeway & Expressway,34.45085549,14672058,NA,NA,NA
MVC216,dukes,edgartown,U,2-WAY,Arterial,37.2630727,964566,NA,NA,NA
MVC230,dukes,edgartown,U,2-WAY,Arterial,36.49075816,2384914,NA,NA,NA
MVC260,dukes,edgartown,U,2-WAY,Arterial,43.58292587,3086612,NA,NA,NA
MVC405,dukes,oak bluffs,U,2-WAY,Arterial,34.6766629,1460417,NA,NA,NA
MVC625,dukes,west tisbury,R,2-WAY,Collector,39.35083992,2675659,NA,NA,NA
MVC698,dukes,west tisbury,R,2-WAY,Collector,34.32151201,1205280,NA,NA,NA
R12227,essex,methuen,U,RAMP,Freeway & Expressway,23.73593286,74411,NA,NA,NA
R12742,essex,danvers,U,RAMP,Freeway & Expressway,22.74714609,23389,NA,NA,NA
R12743,essex,danvers,U,RAMP,Freeway & Expressway,32.99092688,5621,NA,NA,NA
R12744,essex,danvers,U,RAMP,Freeway & Expressway,35.36396557,32999,NA,NA,NA
R12745,essex,danvers,U,RAMP,Freeway & Expressway,25.96745753,13951,NA,NA,NA
R12746,essex,danvers,U,RAMP,Freeway & Expressway,40.58287652,32289,NA,NA,NA
R12747,essex,danvers,U,RAMP,Freeway & Expressway,37.00353568,18384,NA,NA,NA
R12748,essex,boxford,U,RAMP,Arterial,33.44500173,5782,NA,NA,NA
R12749,essex,boxford,U,RAMP,Arterial,36.32315503,6992,NA,NA,NA
R12750,essex,boxford,U,RAMP,Arterial,31.68087996,10701,NA,NA,NA
R12751,essex,NA,U,RAMP,Interstate,31.05624166,2996,NA,NA,NA
R12752,essex,boxford,U,RAMP,Arterial,25.37638376,2221,NA,NA,NA
R12753,essex,boxford,U,RAMP,Arterial,27.20991361,19726,NA,NA,NA
R12754,essex,boxford,U,RAMP,Arterial,40.14056079,8274,NA,NA,NA
R12755,essex,georgetown,U,RAMP,Freeway & Expressway,33.57507655,8165,NA,NA,NA
R12756,essex,georgetown,U,RAMP,Freeway & Expressway,29.1467846,8366,NA,NA,NA
R12759,essex,newbury,U,RAMP,Arterial,41.71361126,11189,NA,NA,NA
R12761,essex,newbury,R,RAMP,Collector,36.14112751,2643,NA,NA,NA
R12762,essex,newburyport,U,RAMP,Freeway & Expressway,36.21839896,8457,NA,NA,NA
R12764,essex,amesbury,U,RAMP,Freeway & Expressway,11.93992606,5410,3,0,0
R12766,essex,amesbury,U,RAMP,Freeway & Expressway,40.04424024,5278,NA,NA,NA
R12768,essex,salisbury,U,RAMP,Arterial,52.34909556,5086,NA,NA,NA
R12769,essex,salisbury,U,RAMP,Arterial,35.7190971,5582,2,0,0
R12771,essex,salisbury,U,RAMP,Arterial,45.5415716,10957,NA,NA,NA
R12772,essex,salisbury,U,RAMP,Interstate,67.66938416,7833185,NA,NA,NA
R12774,essex,amesbury,U,RAMP,Freeway & Expressway,16.70478036,3870,NA,NA,NA
R12775,essex,amesbury,U,RAMP,Freeway & Expressway,40.6089048,17878,NA,NA,NA
R12776,essex,newburyport,U,RAMP,Freeway & Expressway,38.20127829,14316,NA,NA,NA
R12780,essex,newbury,U,RAMP,Arterial,40.05862131,5527,NA,NA,NA
R12781,essex,newbury,U,RAMP,Arterial,12.22668932,6907,NA,NA,NA
R12782,essex,georgetown,U,RAMP,Freeway & Expressway,31.5162917,6445,NA,NA,NA
R12784,essex,boxford,U,RAMP,Freeway & Expressway,25.40446274,2308,NA,NA,NA
R12785,essex,boxford,U,RAMP,Freeway & Expressway,33.73980978,3680,NA,NA,NA
R12786,essex,boxford,U,RAMP,Freeway & Expressway,20.62446381,14687,NA,NA,NA
R12787,essex,boxford,U,RAMP,Arterial,15.01716069,3205,NA,NA,NA
R12789,essex,boxford,U,RAMP,Arterial,30.20092928,4412,NA,NA,NA
R12791,essex,danvers,U,RAMP,Freeway & Expressway,36.51161822,20399,NA,NA,NA
R12793,essex,danvers,U,RAMP,Arterial,43.15872141,7258,NA,NA,NA
R12794,essex,danvers,U,RAMP,Arterial,18.31506091,5418,NA,NA,NA
R12796,essex,danvers,U,RAMP,Freeway & Expressway,45.26629309,39421,2,0,0
R13182,essex,methuen,U,RAMP,Freeway & Expressway,37.90214089,71092,NA,NA,NA
R13217,essex,methuen,U,RAMP,Freeway & Expressway,39.56695968,92033,1,0,0
R13244,essex,salisbury,U,RAMP,Interstate,67.80076108,7268908,NA,NA,NA
R14026,bristol,new bedford,U,RAMP,Freeway & Expressway,47.81072041,34383,NA,NA,NA
R14027,bristol,new bedford,U,RAMP,Freeway & Expressway,32.0941901,19243,NA,NA,NA
R14060,bristol,new bedford,U,RAMP,Freeway & Expressway,30.45810989,21258,NA,NA,NA
R14061,bristol,new bedford,U,RAMP,Freeway & Expressway,48.92593111,11460,NA,NA,NA
R22519,bristol,taunton,U,RAMP,Freeway & Expressway,14.05152672,3668,NA,NA,NA
R22578,bristol,taunton,U,RAMP,Arterial,13.92499518,20752,10,0,0
R24001,barnstable,bourne,U,RAMP,Arterial,22.34104339,11846,NA,NA,NA
R24002,barnstable,bourne,U,RAMP,Arterial,59.25061854,13742,1,0,0
R24003,plymouth,wareham,U,RAMP,Collector,13.63346354,3840,NA,NA,NA
R24004,plymouth,wareham,U,RAMP,Local Road,24.46217391,11500,NA,NA,NA
R24005,plymouth,wareham,U,RAMP,Arterial,29.8502268,11464,NA,NA,NA
R24007,barnstable,bourne,U,RAMP,Arterial,31.37472955,11555,NA,NA,NA
R24008,barnstable,bourne,U,RAMP,Arterial,43.56405735,13043,NA,NA,NA
R25004,bristol,fall river,U,RAMP,Arterial,29.82662996,19617,1,0,0
R25006,bristol,fall river,U,RAMP,Arterial,31.71966749,14135,12,0,0
R25008,bristol,fall river,U,RAMP,Collector,22.0061065,2047,NA,NA,NA
R25009,bristol,fall river,U,RAMP,Collector,21.20857927,12029,2,0,0
R25012,bristol,fall river,U,RAMP,Arterial,31.18780687,9776,NA,NA,NA
R25014,bristol,fall river,U,RAMP,Arterial,47.83477792,21344,8,0,0
R25502,essex,peabody,U,RAMP,Local Road,44.65649233,18183,NA,NA,NA
R25504,essex,peabody,U,RAMP,Freeway & Expressway,37.96900393,21906,NA,NA,NA
R25505,essex,peabody,U,RAMP,Freeway & Expressway,25.33395779,8007,2,0,0
R25506,essex,peabody,U,RAMP,Freeway & Expressway,31.97673407,22995,NA,NA,NA
R25507,essex,peabody,U,RAMP,Freeway & Expressway,36.91095625,7749,NA,NA,NA
R25508,essex,peabody,U,RAMP,Freeway & Expressway,35.6429366,6293,NA,NA,NA
R25510,essex,danvers,U,RAMP,Arterial,29.48691784,13377,15,0,0
R25511,essex,danvers,U,RAMP,Arterial,21.65849642,10322,NA,NA,NA
R25512,essex,danvers,U,RAMP,Arterial,22.3041543,7077,NA,NA,NA
R25515,essex,danvers,U,RAMP,Freeway & Expressway,39.8271638,9347,27,0,0
R25516,essex,danvers,U,RAMP,Freeway & Expressway,17.76048229,42381,5,0,0
R25523,essex,beverly,U,RAMP,Freeway & Expressway,35.08186789,6767,NA,NA,NA
R25528,essex,beverly,U,RAMP,Arterial,27.99674217,6446,NA,NA,NA
R25529,essex,beverly,U,RAMP,Arterial,32.59108527,10062,5,0,0
R25532,essex,wenham,U,RAMP,Arterial,15.10552408,2824,NA,NA,NA
R25533,essex,manchester by the sea,U,RAMP,Arterial,23.55907037,3098,NA,NA,NA
R25534,essex,manchester by the sea,U,RAMP,Arterial,45.76940133,451,2,0,0
R25535,essex,manchester by the sea,U,RAMP,Arterial,37.87954762,7339,NA,NA,NA
R25536,essex,manchester by the sea,U,RAMP,Arterial,35.44530321,2523,NA,NA,NA
